video,video_url,playlist,playlist_url,thumbnail,channel,channel_url,age,views,date_added
Butterfly guard vs kneeling and standing opponent,https://www.youtube.com/watch?v=B61kbR1t-es&list=PLBXsJUsJ167kvrJvTEGnwnftz3DYEzh3o&index=26&pp=iAQB,BJJ - X guard - YouTube,https://www.youtube.com/playlist?list=PLBXsJUsJ167kvrJvTEGnwnftz3DYEzh3o,https://i.ytimg.com/vi/B61kbR1t-es/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCX_UZbf2fMwLsTpURsdIxZNASOWA,Matt Smith 2.0,https://www.youtube.com/@mattsmith2.0,4 years ago,3.4K views,Tue Apr 18 2023 20:00:09 GMT+1000 (Australian Eastern Standard Time)
BJJ Guard Passing Against a Stronger Opponent - Guest Expert Dan Faggella,https://www.youtube.com/watch?v=IFKCEcVQbw0&list=PLBXsJUsJ167mSEmKYyY3-ifwLsy7z20Il&index=1&pp=iAQB,BJJ - General - YouTube,https://www.youtube.com/playlist?list=PLBXsJUsJ167mSEmKYyY3-ifwLsy7z20Il,https://i.ytimg.com/vi/IFKCEcVQbw0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCtxjzzL2rBlpFwfK1a5zAyzGWqJQ,BJJ No Gi World Champion,https://www.youtube.com/@bjjnogiworldchampion3986,9 years ago,10K views,Tue Apr 18 2023 20:03:11 GMT+1000 (Australian Eastern Standard Time)
Ostap Closed Guard Breaking Tips,https://www.youtube.com/watch?v=rjmsns6rIzg&list=PLBXsJUsJ167mSEmKYyY3-ifwLsy7z20Il&index=2&pp=iAQB,BJJ - General - YouTube,https://www.youtube.com/playlist?list=PLBXsJUsJ167mSEmKYyY3-ifwLsy7z20Il,https://i.ytimg.com/vi/rjmsns6rIzg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB6_4u0pIt_ObChDcQNDqsw5vkS3w,Stephan Kesting,https://www.youtube.com/@StephanKesting,8 years ago,81K views,Tue Apr 18 2023 20:03:11 GMT+1000 (Australian Eastern Standard Time)
How To Do the Cartwheel Guard Pass,https://www.youtube.com/watch?v=fOtbiXvoZT8&list=PLBXsJUsJ167mSEmKYyY3-ifwLsy7z20Il&index=3&pp=iAQB,BJJ - General - YouTube,https://www.youtube.com/playlist?list=PLBXsJUsJ167mSEmKYyY3-ifwLsy7z20Il,https://i.ytimg.com/vi/fOtbiXvoZT8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAhp6g_HdMOr1NRUYlTNv0P6Pya8w,Stephan Kesting,https://www.youtube.com/@StephanKesting,8 years ago,90K views,Tue Apr 18 2023 20:03:11 GMT+1000 (Australian Eastern Standard Time)
An Easy 'Tweak' To Make Your Closed Guard Much Harder to Pass,https://www.youtube.com/watch?v=gyT2V0cU7vA&list=PLBXsJUsJ167mSEmKYyY3-ifwLsy7z20Il&index=4&pp=iAQB,BJJ - General - YouTube,https://www.youtube.com/playlist?list=PLBXsJUsJ167mSEmKYyY3-ifwLsy7z20Il,https://i.ytimg.com/vi/gyT2V0cU7vA/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhlIGUoZTAP&rs=AOn4CLDYQVIYerzazwr00MxgF4Gd3fRkkg,Stephan Kesting,https://www.youtube.com/@StephanKesting,10 years ago,243K views,Tue Apr 18 2023 20:03:11 GMT+1000 (Australian Eastern Standard Time)
Keenan Cornelius Shows Grip Breaks,https://www.youtube.com/watch?v=kYreZhCtxjI&list=PLBXsJUsJ167mSEmKYyY3-ifwLsy7z20Il&index=5&pp=iAQB,BJJ - General - YouTube,https://www.youtube.com/playlist?list=PLBXsJUsJ167mSEmKYyY3-ifwLsy7z20Il,https://i.ytimg.com/vi/kYreZhCtxjI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDByS9fK4_8i11sD2F82R5NfiL21A,Breakthrough Jiu Jitsu,https://www.youtube.com/@breakthroughjiujitsu5083,9 years ago,167K views,Tue Apr 18 2023 20:03:11 GMT+1000 (Australian Eastern Standard Time)
"Jeff Glover, Stability Ball Work Top: Jiu-Jitsu Magazine, Issue #24",https://www.youtube.com/watch?v=pTewItI9LGI&list=PLBXsJUsJ167mSEmKYyY3-ifwLsy7z20Il&index=6&pp=iAQB,BJJ - General - YouTube,https://www.youtube.com/playlist?list=PLBXsJUsJ167mSEmKYyY3-ifwLsy7z20Il,https://i.ytimg.com/vi/pTewItI9LGI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBKzsdsYiD8k2chcxrAxOmcL85Hrw,JiuJitsuMag,https://www.youtube.com/@JiuJitsuMag,8 years ago,300K views,Tue Apr 18 2023 20:03:11 GMT+1000 (Australian Eastern Standard Time)
5 Tricks for Tightening Up Your Sidemount,https://www.youtube.com/watch?v=RrvssT0wHiQ&list=PLBXsJUsJ167mSEmKYyY3-ifwLsy7z20Il&index=7&pp=iAQB,BJJ - General - YouTube,https://www.youtube.com/playlist?list=PLBXsJUsJ167mSEmKYyY3-ifwLsy7z20Il,https://i.ytimg.com/vi/RrvssT0wHiQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAy8at5XOFm8IuKmRxKm0be1bgkNw,Stephan Kesting,https://www.youtube.com/@StephanKesting,11 years ago,159K views,Tue Apr 18 2023 20:03:11 GMT+1000 (Australian Eastern Standard Time)
"Henry Akins, ""Invisible Jiu-Jitsu"" Connection: Jiu-Jitsu Magazine, Issue #28.",https://www.youtube.com/watch?v=24Ly2Xtjj7A&list=PLBXsJUsJ167mSEmKYyY3-ifwLsy7z20Il&index=8&pp=iAQB,BJJ - General - YouTube,https://www.youtube.com/playlist?list=PLBXsJUsJ167mSEmKYyY3-ifwLsy7z20Il,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAUAAAAC0CAYAAADl5PURAAAAAXNSR0IArs4c6QAACn1JREFUeF7t3Wt23DYSBtDuDURH1ka0/805R47tJHq4QRIoVAE3P2dIoHCr+JGtmTlzf319/X7zT7DA/Xa7YQ9GP7idHh0EK3n5fVwAGqCSE7Fo0X2nse9qi5KXONb95eXFp0iJVimSQF6BtxB5ey1U++f+7ds3AVita+olQKCLgC/ALowWIUCgosDBAKz6oVuxNcVrNirFG7hH+ffn52c/gffo9QKnlKoLNDHVEfr/DTDJf0CWpIxUzVYMgfwCsU9u/wDML6xCAgQI/BAQgAaBAIEYgdiPu6YzCcAmJhdFCiR8TiKPb69AAQEYiG0rAhkEPr5g1njlnDmFAMwwkeVqODNq5Q6p4A0Exgag52SDEXJEAnUFfgRg/pzKX2GeEchslbm2PB0cVwn/97ZjvwDHddLKBAhECVzJzSv3djzf7zLe1SMAOyJvt1SS4d7OffUDB86VAFx9mJyPAIEvBQSg4SBAYFsBAbht67MfPPB3UHaKE/XRa0MTgG1OriJAYEGBWgE48bU2cesFx86RCOQQqBWAb2bLJNEyB8kxyROq0MEJ6J23rBeAnQHqLufxq9s7lbcIREy4AGzphGsIEFhSQAAu2darh4p4916t0f0ErguUDUCP6PXmW4HAqgJf/U/f3p83OADF1qoD51wEKgoEB2BFIjUTILCqQGwA+gBcdY6ci0BJgdgALEmk6EgB78hIbXsJQDNAgEAigdhXYMoAjCVI1PvIUiAP1cbbwjtfKWUAttC5hgABAlcF1gnA0S+T0etf7aT7JwkUGoyHpT68YJLxuG2/DsD9LMYpd15ZazqDWm5bgbAvQA/ttjPm4ATSCoQFYFqBoMJOvwA+vfH0akGntQ2BzwTyza0ANKkECGwrMC4A84X9tk2OO/isps/aN0626064fnOOC8CuHbMYgR4C/33ypUAP0eprCMABHfRovUMFMmDKLNlDQAD2ULQGgd0Fir7kFgzAop3o/gBx6E5qweUEFgzA5XrkQAQIDBI4FIC+KQZ1wbIECEz5w/GhANQjAocFGt+ajZcd3t4NBQUCh0EAFpwPJRMg0EdAAPZxtAoBAgUFBGDBpimZAIE+AoMDMPDHfB8PqxBILuCZ6tmgwQH4s1Q969kzaxEYI7DhcxoTgGPaZVUCBAgcF/hP0AvA43zuIEAglcD5T1cBmKqRiiFAIFJAAEZq24sAgVQCAjBVOxRDgECkgACM1LYXAQK32+383+x68w0MwAyHvFLDlXv7tilPJX3PZbW+AubkuOfAADxejDsIECAQKSAAI7XtRYBAKgEBmKodiiFAIFKgOQD9fSGyLfYiEC/w+xnf6GFvDsD4dtiRAIH5AiPScMSa56QE4Dk3dxEgsICAAFygiY5AgMA5AQF4zs1dBAgsICAA0zUxz99H0tEoiEBnAQHYGdRyBAjUERCAGXrloy9DF9SwocClAPTc7jgxt9vt+4bnduQlBS4F4JIi2Q/lrZO9Q+orJCAACzVLqQQI9BW4Pz8/+0HT19RqBAiECbzF19vPonP/3F9eXgTgOTt3EfgpcO0h/Jex1zoa0yLwQ1sAtlC5hkCbQJ4Iy1NJm1zQVe9Y/A0wyN02BAjkE/AFmK8nKiJAIEjg/vr66m+AQdi2IUDggEDAf+VrrwAMAD3QXpcS6CpgvI9z3p+enoZ/Afpz7PHGlLxDo8e1je0Q25AAHFL5w0XHTcy4lR8eaqsLOC/W7oQNXTgAFxueRMeZPsfTC0jUDKVcEhCAl/jcTIBAZQEBWLl7W9ee+TMwc21bD82Hw28agHsO6J6n9sAT+Fpg0wA0EhkFBHTGrqxdkwBcu79OR4DAHwQEoPEgQGBbAQG4besd/DMBP8P3mouhAWiYjg4TsaNiV66nfUVvjXuHBuAoIoM7Sta6ewh4gn71uWQA7jGkA075e+49AAN0py2pm+fpBeB5O3dWE5AU1To2vF4BOJw44QaCIGFTlDRDQADOUB+9p4AbLdxlfW3qwnhpEQF4ic/NBAj0Foh8Mdz/enr6fv7/VbP30XddL7Lluxo7N4GPAr4ATQUBAtsKCMBtW+/g6wn4JXG0pxsFoOE4OhyHrsd7iMvFOQSKB6CnLscYqeJzAfOZfTLGBaDeZ++9+ghsL3AyAKXb9pOzBYA5X73NJwNwZZaYoY/ZZeU+VT6b7mfpngDM0gl1ECAQLiAAw8ltSIBAFgEBmKUT6igs4Cdt1eYJwKqdU/f2AmL3+ggIwJ+Ghun6MFkhoYDB/mNTBGCCmTWjCZqghFCBLDMvAEPbnmOzLMOXQyOyCvKR2i17CcAWJdcQILCkgABcsq0ORYBAi8B6ARj8KyN4u5aeuqa7gC53J02y4HoBmARWGQQI5BcQgPl79EWFvkrKtk7haQS2CkCRkWbuHheiWY+NXHFZYKsAvKxlgfQCcjN9i1IVuFwAegBSzdegYnS5O+ympMsFYPfBsCABAssKCMBlW+tgywts+tXWs68CsKemtQikFpCY79sjAFMPrOIIEBgpIABH6v5a24s3QnnYHto3jHb6wn8MQI2f3h8FzBIw/LPkQ/f1BdiFu/1pab+yS2EWIUDgdrt9fO7++VcEYLHxEKAJG6YpCZvSVpIAbHP69B3SfKsLCRBIKSAAU7Zl/aJ8NK3f4wonFIAVuqRGAg0CXioNSO8uKRuAV5p95d7jxJPv2Oqwk61t/7VA0jksG4BmjQABAlcFBOBVwbT3J33lpvVS2I4CAnDHrm935osvg4u3b8dd6MDLBKAZLTR1SiWQRGCZAEziqYx0Al6N6VryqKDAlgnAR83w7xMgsKyAAFy2tQ4WIhD4tRJynkU3+apN5wNwRONHrLloQx2LAIHrAucD8Orewu6qoPuLCBj1vALzArDI8CqTAIF1BQTgur11MgIEHggIQCPSIJD3J0xD8UkuYZikEf8rQwBm7IqaCBAIERCAIcyLbuKjZtHG7nMsAbhPr52UQAKBXG9NAZhgJP5XQq75yKajnuUE5g68AFxuoOofaO4jUd/PCdoFBGC71WZXiqFlGq6VH1v500QALjPlDkKAwFEBAXhUbML1XuAT0G25hUDBABQHW0ymQxIIEDgRgAIooC+2IEAgQOBEAAZUZQsCBKYJ7PSJIwCnjZmNCRCYLSAAZ3fA/hsJ7PRtlbSt71ogAJP2SVkEMgusEuX7BeAqncv8dKiNQBGB/QKwSGO2KdMLqXurkbaTCsB2K1cS+FxA4nSfjChSAdi9dRaMEoh6SKLOU3mfqr0QgJWnTu2LC1SNlYa2JDmaAGzoVe9LkvS+97GOrXcR4eLtx2p19bICAnDZ1joYgYwCuV5dAjDjjHyoqWVoWq4pcVhFEggTEIBh1DYiQCCbgADM1pGu9fgq7MppseUEBOByLXUgAgRaBQRgq5TrCCQU8I1/rSkC8IifaTui5drJAsb1cQME4GMjV3wh4AEzGtUFBGD1Dqp/skDLa6DlmsnH2HT7Pwagtm06Fb+ObQA2H4D1j+8LcP0eOyEBAl8ICECjUUxgn8/SfU46bwQF4Dx7OxMgMFlAALY0wKu4Rck1BMoJCMByLVMwAQK9BARgg6QPwAak3S8xJCUn4G81SM730TEfIwAAAABJRU5ErkJggg==",JiuJitsuMag,https://www.youtube.com/@JiuJitsuMag,8 years ago,143K views,Tue Apr 18 2023 20:03:11 GMT+1000 (Australian Eastern Standard Time)
Henry Akins a Teaches Side Contorl Escape At Dynamix BJJ In West LA,https://www.youtube.com/watch?v=JyItqgYbInQ&list=PLBXsJUsJ167mSEmKYyY3-ifwLsy7z20Il&index=9&pp=iAQB,BJJ - General - YouTube,https://www.youtube.com/playlist?list=PLBXsJUsJ167mSEmKYyY3-ifwLsy7z20Il,https://i.ytimg.com/vi/JyItqgYbInQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBChG7S0fFf4SzOVYuFE613G2V5xw,scottyotm,https://www.youtube.com/@scottyotm,9 years ago,138K views,Tue Apr 18 2023 20:03:11 GMT+1000 (Australian Eastern Standard Time)
Issue 19: Invisible Jiu-Jitsu - Side Control,https://www.youtube.com/watch?v=92ovJ_DDuBk&list=PLBXsJUsJ167mSEmKYyY3-ifwLsy7z20Il&index=10&pp=iAQB,BJJ - General - YouTube,https://www.youtube.com/playlist?list=PLBXsJUsJ167mSEmKYyY3-ifwLsy7z20Il,https://i.ytimg.com/vi/92ovJ_DDuBk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB4yvoNtHn7QPDB-zAWmj3BUFkDiA,JiuJitsuMag,https://www.youtube.com/@JiuJitsuMag,9 years ago,31K views,Tue Apr 18 2023 20:03:11 GMT+1000 (Australian Eastern Standard Time)
Issue 19: Invisible Jiu-Jitsu - Guard Passing,https://www.youtube.com/watch?v=FnYvRD7cBLs&list=PLBXsJUsJ167mSEmKYyY3-ifwLsy7z20Il&index=11&pp=iAQB,BJJ - General - YouTube,https://www.youtube.com/playlist?list=PLBXsJUsJ167mSEmKYyY3-ifwLsy7z20Il,https://i.ytimg.com/vi/FnYvRD7cBLs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCMLwFPiTrNmM2PW1sPpgRKtnoz9g,JiuJitsuMag,https://www.youtube.com/@JiuJitsuMag,9 years ago,37K views,Tue Apr 18 2023 20:03:11 GMT+1000 (Australian Eastern Standard Time)
Guard Passing with Henry Akins From Dynamix BJJ in West Los Angeles,https://www.youtube.com/watch?v=-5D3cS8gQy8&list=PLBXsJUsJ167mSEmKYyY3-ifwLsy7z20Il&index=12&pp=iAQB,BJJ - General - YouTube,https://www.youtube.com/playlist?list=PLBXsJUsJ167mSEmKYyY3-ifwLsy7z20Il,https://i.ytimg.com/vi/-5D3cS8gQy8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBwORLxdDh2_Xw-8sFX7nSlwyHMUw,scottyotm,https://www.youtube.com/@scottyotm,9 years ago,48K views,Tue Apr 18 2023 20:03:11 GMT+1000 (Australian Eastern Standard Time)
Issue 19: Invisible Jiu-Jitsu - Spider Guard,https://www.youtube.com/watch?v=cl4e217Bk6M&list=PLBXsJUsJ167mSEmKYyY3-ifwLsy7z20Il&index=13&pp=iAQB,BJJ - General - YouTube,https://www.youtube.com/playlist?list=PLBXsJUsJ167mSEmKYyY3-ifwLsy7z20Il,https://i.ytimg.com/vi/cl4e217Bk6M/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBkzLBLWuZ6WDq2lK9U1vRLAoPv5Q,JiuJitsuMag,https://www.youtube.com/@JiuJitsuMag,9 years ago,9.5K views,Tue Apr 18 2023 20:03:11 GMT+1000 (Australian Eastern Standard Time)
Critical BJJ Technique - Effective Setups for the Triangle Choke Submission,https://www.youtube.com/watch?v=DMyvLQX1pv8&list=PLBXsJUsJ167mSEmKYyY3-ifwLsy7z20Il&index=14&pp=iAQB,BJJ - General - YouTube,https://www.youtube.com/playlist?list=PLBXsJUsJ167mSEmKYyY3-ifwLsy7z20Il,https://i.ytimg.com/vi/DMyvLQX1pv8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCeMBVwTyd0bYWU3R5xvmxT8mRnOQ,VT1 MARTIAL ARTS,https://www.youtube.com/@Vt1mmaAu1,12 years ago,64K views,Tue Apr 18 2023 20:03:11 GMT+1000 (Australian Eastern Standard Time)
VT1 Academy - Secrets of Closed Guard Passing,https://www.youtube.com/watch?v=ULBZzmSCtFA&list=PLBXsJUsJ167mSEmKYyY3-ifwLsy7z20Il&index=15&pp=iAQB,BJJ - General - YouTube,https://www.youtube.com/playlist?list=PLBXsJUsJ167mSEmKYyY3-ifwLsy7z20Il,https://i.ytimg.com/vi/ULBZzmSCtFA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAn69-7U7sRts8_fj4KiHNT_14glQ,VT1 MARTIAL ARTS,https://www.youtube.com/@Vt1mmaAu1,9 years ago,6.6K views,Tue Apr 18 2023 20:03:11 GMT+1000 (Australian Eastern Standard Time)
BJJ Closed Guard Conectps w/ Henry Akins From Dynamix BJJ in West Los Angeles,https://www.youtube.com/watch?v=SqKdrVHp4Mg&list=PLBXsJUsJ167mSEmKYyY3-ifwLsy7z20Il&index=16&pp=iAQB,BJJ - General - YouTube,https://www.youtube.com/playlist?list=PLBXsJUsJ167mSEmKYyY3-ifwLsy7z20Il,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAUAAAAC0CAYAAADl5PURAAAAAXNSR0IArs4c6QAACn1JREFUeF7t3Wt23DYSBtDuDURH1ka0/805R47tJHq4QRIoVAE3P2dIoHCr+JGtmTlzf319/X7zT7DA/Xa7YQ9GP7idHh0EK3n5fVwAGqCSE7Fo0X2nse9qi5KXONb95eXFp0iJVimSQF6BtxB5ey1U++f+7ds3AVita+olQKCLgC/ALowWIUCgosDBAKz6oVuxNcVrNirFG7hH+ffn52c/gffo9QKnlKoLNDHVEfr/DTDJf0CWpIxUzVYMgfwCsU9u/wDML6xCAgQI/BAQgAaBAIEYgdiPu6YzCcAmJhdFCiR8TiKPb69AAQEYiG0rAhkEPr5g1njlnDmFAMwwkeVqODNq5Q6p4A0Exgag52SDEXJEAnUFfgRg/pzKX2GeEchslbm2PB0cVwn/97ZjvwDHddLKBAhECVzJzSv3djzf7zLe1SMAOyJvt1SS4d7OffUDB86VAFx9mJyPAIEvBQSg4SBAYFsBAbht67MfPPB3UHaKE/XRa0MTgG1OriJAYEGBWgE48bU2cesFx86RCOQQqBWAb2bLJNEyB8kxyROq0MEJ6J23rBeAnQHqLufxq9s7lbcIREy4AGzphGsIEFhSQAAu2darh4p4916t0f0ErguUDUCP6PXmW4HAqgJf/U/f3p83OADF1qoD51wEKgoEB2BFIjUTILCqQGwA+gBcdY6ci0BJgdgALEmk6EgB78hIbXsJQDNAgEAigdhXYMoAjCVI1PvIUiAP1cbbwjtfKWUAttC5hgABAlcF1gnA0S+T0etf7aT7JwkUGoyHpT68YJLxuG2/DsD9LMYpd15ZazqDWm5bgbAvQA/ttjPm4ATSCoQFYFqBoMJOvwA+vfH0akGntQ2BzwTyza0ANKkECGwrMC4A84X9tk2OO/isps/aN0626064fnOOC8CuHbMYgR4C/33ypUAP0eprCMABHfRovUMFMmDKLNlDQAD2ULQGgd0Fir7kFgzAop3o/gBx6E5qweUEFgzA5XrkQAQIDBI4FIC+KQZ1wbIECEz5w/GhANQjAocFGt+ajZcd3t4NBQUCh0EAFpwPJRMg0EdAAPZxtAoBAgUFBGDBpimZAIE+AoMDMPDHfB8PqxBILuCZ6tmgwQH4s1Q969kzaxEYI7DhcxoTgGPaZVUCBAgcF/hP0AvA43zuIEAglcD5T1cBmKqRiiFAIFJAAEZq24sAgVQCAjBVOxRDgECkgACM1LYXAQK32+383+x68w0MwAyHvFLDlXv7tilPJX3PZbW+AubkuOfAADxejDsIECAQKSAAI7XtRYBAKgEBmKodiiFAIFKgOQD9fSGyLfYiEC/w+xnf6GFvDsD4dtiRAIH5AiPScMSa56QE4Dk3dxEgsICAAFygiY5AgMA5AQF4zs1dBAgsICAA0zUxz99H0tEoiEBnAQHYGdRyBAjUERCAGXrloy9DF9SwocClAPTc7jgxt9vt+4bnduQlBS4F4JIi2Q/lrZO9Q+orJCAACzVLqQQI9BW4Pz8/+0HT19RqBAiECbzF19vPonP/3F9eXgTgOTt3EfgpcO0h/Jex1zoa0yLwQ1sAtlC5hkCbQJ4Iy1NJm1zQVe9Y/A0wyN02BAjkE/AFmK8nKiJAIEjg/vr66m+AQdi2IUDggEDAf+VrrwAMAD3QXpcS6CpgvI9z3p+enoZ/Afpz7PHGlLxDo8e1je0Q25AAHFL5w0XHTcy4lR8eaqsLOC/W7oQNXTgAFxueRMeZPsfTC0jUDKVcEhCAl/jcTIBAZQEBWLl7W9ee+TMwc21bD82Hw28agHsO6J6n9sAT+Fpg0wA0EhkFBHTGrqxdkwBcu79OR4DAHwQEoPEgQGBbAQG4besd/DMBP8P3mouhAWiYjg4TsaNiV66nfUVvjXuHBuAoIoM7Sta6ewh4gn71uWQA7jGkA075e+49AAN0py2pm+fpBeB5O3dWE5AU1To2vF4BOJw44QaCIGFTlDRDQADOUB+9p4AbLdxlfW3qwnhpEQF4ic/NBAj0Foh8Mdz/enr6fv7/VbP30XddL7Lluxo7N4GPAr4ATQUBAtsKCMBtW+/g6wn4JXG0pxsFoOE4OhyHrsd7iMvFOQSKB6CnLscYqeJzAfOZfTLGBaDeZ++9+ghsL3AyAKXb9pOzBYA5X73NJwNwZZaYoY/ZZeU+VT6b7mfpngDM0gl1ECAQLiAAw8ltSIBAFgEBmKUT6igs4Cdt1eYJwKqdU/f2AmL3+ggIwJ+Ghun6MFkhoYDB/mNTBGCCmTWjCZqghFCBLDMvAEPbnmOzLMOXQyOyCvKR2i17CcAWJdcQILCkgABcsq0ORYBAi8B6ARj8KyN4u5aeuqa7gC53J02y4HoBmARWGQQI5BcQgPl79EWFvkrKtk7haQS2CkCRkWbuHheiWY+NXHFZYKsAvKxlgfQCcjN9i1IVuFwAegBSzdegYnS5O+ympMsFYPfBsCABAssKCMBlW+tgywts+tXWs68CsKemtQikFpCY79sjAFMPrOIIEBgpIABH6v5a24s3QnnYHto3jHb6wn8MQI2f3h8FzBIw/LPkQ/f1BdiFu/1pab+yS2EWIUDgdrt9fO7++VcEYLHxEKAJG6YpCZvSVpIAbHP69B3SfKsLCRBIKSAAU7Zl/aJ8NK3f4wonFIAVuqRGAg0CXioNSO8uKRuAV5p95d7jxJPv2Oqwk61t/7VA0jksG4BmjQABAlcFBOBVwbT3J33lpvVS2I4CAnDHrm935osvg4u3b8dd6MDLBKAZLTR1SiWQRGCZAEziqYx0Al6N6VryqKDAlgnAR83w7xMgsKyAAFy2tQ4WIhD4tRJynkU3+apN5wNwRONHrLloQx2LAIHrAucD8Orewu6qoPuLCBj1vALzArDI8CqTAIF1BQTgur11MgIEHggIQCPSIJD3J0xD8UkuYZikEf8rQwBm7IqaCBAIERCAIcyLbuKjZtHG7nMsAbhPr52UQAKBXG9NAZhgJP5XQq75yKajnuUE5g68AFxuoOofaO4jUd/PCdoFBGC71WZXiqFlGq6VH1v500QALjPlDkKAwFEBAXhUbML1XuAT0G25hUDBABQHW0ymQxIIEDgRgAIooC+2IEAgQOBEAAZUZQsCBKYJ7PSJIwCnjZmNCRCYLSAAZ3fA/hsJ7PRtlbSt71ogAJP2SVkEMgusEuX7BeAqncv8dKiNQBGB/QKwSGO2KdMLqXurkbaTCsB2K1cS+FxA4nSfjChSAdi9dRaMEoh6SKLOU3mfqr0QgJWnTu2LC1SNlYa2JDmaAGzoVe9LkvS+97GOrXcR4eLtx2p19bICAnDZ1joYgYwCuV5dAjDjjHyoqWVoWq4pcVhFEggTEIBh1DYiQCCbgADM1pGu9fgq7MppseUEBOByLXUgAgRaBQRgq5TrCCQU8I1/rSkC8IifaTui5drJAsb1cQME4GMjV3wh4AEzGtUFBGD1Dqp/skDLa6DlmsnH2HT7Pwagtm06Fb+ObQA2H4D1j+8LcP0eOyEBAl8ICECjUUxgn8/SfU46bwQF4Dx7OxMgMFlAALY0wKu4Rck1BMoJCMByLVMwAQK9BARgg6QPwAak3S8xJCUn4G81SM730TEfIwAAAABJRU5ErkJggg==",scottyotm,https://www.youtube.com/@scottyotm,9 years ago,43K views,Tue Apr 18 2023 20:03:11 GMT+1000 (Australian Eastern Standard Time)
Sequence 5 YouTube   Broadband,https://www.youtube.com/watch?v=iWc3uaHe5GQ&list=PLBXsJUsJ167mSEmKYyY3-ifwLsy7z20Il&index=17&pp=iAQB,BJJ - General - YouTube,https://www.youtube.com/playlist?list=PLBXsJUsJ167mSEmKYyY3-ifwLsy7z20Il,https://i.ytimg.com/vi/iWc3uaHe5GQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA3Tz_sEnDU6NOGYk-0sGDieKjmXg,scottyotm,https://www.youtube.com/@scottyotm,10 years ago,17K views,Tue Apr 18 2023 20:03:11 GMT+1000 (Australian Eastern Standard Time)
"Braulio Estima, Step Around Pass To Inverted Triangle: Jiu-Jitsu Magazine, Issue #25.",https://www.youtube.com/watch?v=CZT3GqYF32w&list=PLBXsJUsJ167mSEmKYyY3-ifwLsy7z20Il&index=18&pp=iAQB,BJJ - General - YouTube,https://www.youtube.com/playlist?list=PLBXsJUsJ167mSEmKYyY3-ifwLsy7z20Il,https://i.ytimg.com/vi/CZT3GqYF32w/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLABlh6n6jP_o-oMbP_bbisSleLEZg,JiuJitsuMag,https://www.youtube.com/@JiuJitsuMag,8 years ago,50K views,Tue Apr 18 2023 20:03:11 GMT+1000 (Australian Eastern Standard Time)
