video,video_url,playlist,playlist_url,thumbnail,channel,channel_url,age,views,date_added
Balloon Sweep From Lasso Guard by Marcus Johnson,https://www.youtube.com/watch?v=FQaA53Z8MjA&list=PLBXsJUsJ167kUeLiFvwu90c7SrFXomuC_&index=18&pp=gAQBiAQB,BJJ - Lasso guard - YouTube,https://www.youtube.com/playlist?list=PLBXsJUsJ167kUeLiFvwu90c7SrFXomuC_,https://i.ytimg.com/vi/FQaA53Z8MjA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCxN3lhTNdKBbdXZpnCkxhBZtmkfQ,Bernardo Faria BJJ Fanatics,https://www.youtube.com/@BernardoFariaBJJ,2 years ago,8.5K views,Wed Apr 19 2023 07:17:55 GMT+1000 (Australian Eastern Standard Time)
Lasso Spider to Overhead Sweep by Jonathan Thomas,https://www.youtube.com/watch?v=DtCEpD3dYfQ&list=PLBXsJUsJ167kUeLiFvwu90c7SrFXomuC_&index=19&t=7s&pp=gAQBiAQB,BJJ - Lasso guard - YouTube,https://www.youtube.com/playlist?list=PLBXsJUsJ167kUeLiFvwu90c7SrFXomuC_,https://i.ytimg.com/vi/DtCEpD3dYfQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD2_XNtey8g5AMvgP9KD1R80Ofudg,BJJ Fanatics,https://www.youtube.com/@BJJ.Fanatics,3 years ago,6.8K views,Wed Apr 19 2023 07:17:55 GMT+1000 (Australian Eastern Standard Time)
What to do from lasso guard ?,https://www.youtube.com/watch?v=t3INjsP7EIk&list=PLBXsJUsJ167kUeLiFvwu90c7SrFXomuC_&index=20&pp=gAQBiAQB,BJJ - Lasso guard - YouTube,https://www.youtube.com/playlist?list=PLBXsJUsJ167kUeLiFvwu90c7SrFXomuC_,https://i.ytimg.com/vi/t3INjsP7EIk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBZOpE1jScAnM0rHgzaqFrTDYhXjg,Jiu Jitsu Grappling 🥋,https://www.youtube.com/@Jiu_Jitsu,1 year ago,311 views,Wed Apr 19 2023 07:17:55 GMT+1000 (Australian Eastern Standard Time)
Leg Lasso Guard - Lasso De La Riva & Lasso Reverse De La Riva Sweep Variations,https://www.youtube.com/watch?v=Bfm74zLn2CA&list=PLBXsJUsJ167kUeLiFvwu90c7SrFXomuC_&index=21&pp=gAQBiAQB,BJJ - Lasso guard - YouTube,https://www.youtube.com/playlist?list=PLBXsJUsJ167kUeLiFvwu90c7SrFXomuC_,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAUAAAAC0CAYAAADl5PURAAAAAXNSR0IArs4c6QAAGedJREFUeF7tnVeMHEXXhnsAY7AxZs3agEkiGfAnYE0wGWSMgE8IDIggkAAJIXK24AIhcQVc+IIgMgiByDlnREYgRA4mg8k5R9vg+fWUfeab36x3eqZTVfXb0monVFedek/1M6dSd2NgYKCZlHk0kiQpscSSiytTyfllRV/B8iXNUmJv7ujtrCx26twFl8+kSZNKxFEdZUdeGrgvh2/2+KKL7KijAo2+vj4BsI6ej6nOpTG9tIJi8o7XdWn09/cLgF67SMZJASlQlAKNMWPGCIBFqat8pYAU8FoBAbBI92hsu0h1F+QtkUsQOdoicgSgGmK0rUQVkwKRKpAjACNVSNWSAh4ooPCiGCcIgMXoqlylgBQIQAEBsOUk/cYG0F5lohTIVYEOABQUhlZb+uTaGpXZIhVQS8urcfx/JRUB5qWr8pECUiA4BQTA4FyW3WBFE9k1VA5xKCAABuBHASsAJ8nEIG/M4QEAdXnr2pECUqA3BbLSwwMA9lZxnSUFpIAUyKqAAJhVwbzOz/pTlpcd3ucjobx3UUAGeg9ANfeAWpNMzaiAWntGAbs+3XsAdl0jnSAFpIAUSKmAAJhSKCWTAlIgPgUEwPh8WmmNuurEdZW40mqp8EgVEAAjdayqJQWkQGcFBMDOGtU2RZYALcu5tRVcFS9dAQGwdMmHLlDg8MwhMidqBaIH4D///JMstthiSaPRSJZYYolk9uzZyahRo5Iff/zR/f/zzz+T4cOHJ7/88ot7v/jiiyd//PGH+4yD83VIASkQpwKLBKA/kUg2S5Zccsnk77//TubMmeMAOHfuXPcfsPH5iBEj3Pt58+a5P9IBwWHDlkzmzp3jwKkjNAWytZnQait7e1egNhEgkCOq++uvv5LffvstWXnllV0UyOfffvuti/4MjEsvvbQDJNEin+mQAlIgTgWiByARIDADfERz/C2//PLJwQcf7IAI/O66667k999/dxEh0CMCJFIEhHzWy6EYpBfVdI4UKFeBnAHo32UPyACdwQ+g8f744493n3333XfJhRde6FSnOwz86AoTJY4cOVJjgOW2Rw9K868NeyBKtCbkDED/dGo2m64ba2N7WEhUOH36dBfdAbpLLrmkNSbI9wCSqHGppZZyEaEOKSAF4lRgCADG8UvIDDB/zPbaa7q2J554ogPg119/nVxzzTUOkrwnDQfgIxIcNmxYnJ5XraSAFEiijwCBGpEc/222l/fHHnusi/J+/vnn5IorrnARImmAI+DjAIb2Wm1FCkiB+BRo9Pf3N4lyWAe37LLLujVwgGDs2LHJDz/84D7jP9Cg60g6xso4GF+ji8lYGa85lwkGoGJdScBCl5LvGV8DOoCI1+1Rln1va/UsX8bpvv/+e1f2Msss48o3SJGWyQubtaUcbKCMMWPGJD/99FMyevRoZw/fATPyJZ+jjz7avSY/GwPEJsrBZvIwG9GAcjjQgfNscqSnZTJxBNfxXQ2qUe0UaIwcObIJQOgicvEDQy5yLn6OL7/80sGDi3655ZZz6Wx5iAGNSKl9nR1LSn799ddktdVWc6CY9dGsZOQyI12evAcaNjlhXU7ecxggKc/G4caNG+cABMjIgxldbAZefAcgAR4gxg5sZGwPu4EgMLexPMrj3COPPNJFeJxLF9jqRDl9fX0O/MwQk/azzz5L+vv7XdmUaQCPLUIUl2t3/de+wo3x48c3AQZQWn/99ZMNNtggWXPNNR2gACFA+eqrr5IHH3zQjZeRFtgYaAAFEAEQwG277bZLxo8f78DEAcjI5+OPP06effbZ5P33329FZXzvgDZ7drLj1KnJJpts4s65//77HcB22WUXF1ESub3++uvJQw895KBoOzkoY4011kgmTZrkoGVRHrYRtT755JPJ559/7s6xPwM8ESAAYxb4yiuvTFZdddVk8uTJLj+L/NDg3XffTV566SX3Q8APBGCnfOrFgW0CR+2vIwkQqAKNESNGNOkSTpkyJdl4441bXT/qA9DaI7EHHnggefvttx0cARQgJCrjP1HRvvvu60AIgOgmA0tbVmJd5ldeeSUhH6I1zqHLymvAOTAw4IDywgsvOKjxmjREYW+++WZy7bXXuiiUcwDvrrvumkyYMMGlwyaLJrGZ10DvjTfeSB5++GHnHiJHIAkEmQThPED54osvuvoDOOvWk4YfBdJ88803yQ033OCiUIuSeW1Rcirfi5KpZFIiKVCmAo2xY8c2AcnEiRPdxc/x9NNPu4iHyI1u7KabbupgyAV/2223uagIkBjg2FVxwAEHuG4ksPrwww9dt3HWrFluvG2dddZJ1ltvvVbXmi7nJ5984oBi44nTpk1zkSNjdoAK8PFHBIctdD2BGdEmgANgwNAWMPPdp59+6qCFzRtuuKGzhbSPPvpo8vLLL7e63+R78sknt2Z9qTfnvffeey4iZIcIEeW2227r9MBGok90QRPSU/f2CZMyneZFWQJ6vm6QnvnqmTK3xuTJk5u77babi2xsRhQYEOEBAaKtlVZayQGOqApw3Xrrre5z0nHef/+7SzJhwroODs8884zr6tpiYgPlNttsk+y4447OLEBz7733tsb7iMIAIF1Qm3x4/vnnXbebSIy8gCIAJr8tt9wy2Wyzzdx7bL7uuutc1xT7LOLE9sMPP9x9xndXX321+2/R4UknneRekzdlGtgpz8BGd5gfBwDIWOIFF1zg6tx+g4WUOiuZFIhfgQAh3pg+fXqTSQJAANiIuIAbkRuTAIzBccEDyXXXXde9ZuvYO++801o7t//++ztoAAe6qTZRAKxsDR5d1iOOOKLVTT399NNdBEdkSZ7Tpu2eTJz4H2cHkdztt9/eGrcDVDa+R/R13HHHOTDyGWAj2rRlLjZ+B4zpUm+99dYuqiQ/xhEtsjzmmGNad4m58cYbE7rmAI86W9RHdMlyGbrolHf22Wc7bSjDJoDib9Udahhgo6+9zyRAS4HGmWee2QRSdPtYD0c3lqiOg89t3Iyxtt13390B6qmnnnLdQbt5AHCwnRYGBgBk+2+BFmmIyOzuK+y+oEzABaC22GILFwGSJyAGsIARW4AOEw8Aae211072228/Zx/gA7iUZbO+tjQGaHEOkSs2f/DBB8kdd9zhwA44gTFpGd8jD9svTF4cNtNMZEoXnjowDkh33JbTWP3VnqSAFAhTgcaMGTOaXOyMkdF1tXE5i8y4yOlmMoZ34IEHOmC99tprrntqkGQ8jEiR8TPgYndQseUkBkVmdQETkeL555/vuqR8R4S30047uUkY4MIkCWXYGjvKBFzYwbjcDjvs4OwgoiOt5W/pgRnA5T/2UI6tVbQlLCeccEJrGcyll166yNte7bnnng6A2HjzzTcnH330kUtrkyw9rQMMs63IaikQnQKNs846q0mUBRjounJBAw8AY+Nv1NoW/nLhEzURLS58iylAsfnmm7vJDLrVgNWiKQBmd1qhjHPPPddFVUBqKADawmhs5HxAyaQMoGSZC2OFtsXN1vpZd5k0dvMDGxvEJmxhEoWolToLgNG1a1UojQKeDF9UaUbjjDPOaNoCZYAHjOy9RWe2vARgEEkRBV122WVuDI+ojM+mTp3qIjgOAxH/OccWPgNFXlPGOeec477jGAqAZgvpOHfnnXd2M7zYxHrBV1991UHOtrvZnZ9t0gQI2kQMaYhwWbZjAGRyQwBMc7UojRSITwHXBQZArIUDZoCD9zbbSZWJwmzXA5EYY3fM5HIAqI022sito+M8ojoiM8bcgI2t2SPfQw891EWG1gUGkJ0iwHbJyZ9JDWaUOVjewuSFAdfW7gFEu5EB9mIH7wG17fdlJwh2CIDxNWrVqEgFqozX8q+XiwABHCBhXI/XBkArDngAQOuykgawMPbHwZo63pOOpSK2x9fG4EjHLPA+++yTrLLKKg5CM2bMaK3L6xQB2q4Lyme3yl577eVsYYfGE0880VpQbTbwncEOGyifCRHsYhIGUB522GHuPAEw/0alHGugQCQcdGOAuIsJjPPOO88tZwEMNnNry1j43PbL0qXkNSCxe+sxC8sukccee6wVcdmMKhEY0dZRRx3ldooAJW5AYHdg6QRA2z+MnaxJPOigg1x+LLS+6qqrWnuVbTLEZo8BMt1lPsc+Jk2wnbqwvIV6Um91gWtwwaqKUmAQBRqnnnpqEygBtHvuucd1XQGILWuxCQb+251S7G4p5EdExhpBIPPFF18kt9xyi4Mn0LMxRaIxlrowi2zbyy6//HLXlU4zC2wRqS2E3nvvvV0kSfeamVn2GVs33fb8YitLd1jIzHntC7SBoG2FwwYB0JdrI5Kwwhc5ZUdHBRpTpkxpMrFgt4ZirRvdQlvjZrsl2F7G+jtmgFlUbN1c0rGkhIPPrr/+ereYmplW6zIzK8x6OrrB1i1mHSB5dQKgLWkhfyI6oMeOEtYNAjLWCwJum1AhPQcTHYCS5TnAm90ijFsCY8rkjtCcw7inANixnQSSQAANxFHemOn2AjM2Z3eAYbJi5syZbkwQUAAv1vOx9MRue3XTTTe1FgRTEyI7QEN60nDjAhYpE4Wxu4K9woy9GTQBF/uBidw46JJuv/32bjKFCPG+++5L3nrrrdY2NfK0JTn2XF+iTqJP7KUbyw0U2KbH+auvvrrbKkdky/vnnnvO3RDBtsrx2SmnnOJgDOwvuugiN0bIkhgOW8RNfVgHSCTJwY4R4A7YbebZgOuNR2VI1AoI8fm6tzFq1Kjmiiuu6ADEVjeiIruFFXCx2VQAxILixx9/3N3swGBBWuDHuBzA4WYFwIRIDeAAG/K0z1k6A0DuvvtuBznbVsYsMjtBSH/nnXe65S22/IbP2re6kR9dYNYcrrXWWq1nftiNFSjb7uzCTDFjk/YAdIsUTzvtNPcZALz44oudqpRnawj5jvwMtHxPFEndzWaLjttdogaabwNVblKgSAUao0ePdjdEZcyOO8Kw0NhuaArYAA9/3G2FWVciIFsUzfdA0e6Qwg4NuqYADnACCmBENMlsLVEZoAMs7Dp55JFHWguvt9pqKxcBcg6fz5z5VjJnzvxHVBL1ASZeAyzsA86UzyQHf4wxmq2AiT292EtUCHztfPIC1IcccogDHjdiYG8z+drib7s/InbuscceLoKlPkSmFrXa1jk9M6TI5qm8pUCxCjTGjRvXtP2/RFqAhXEy4EIUxewpEwUcQNLG8WwGle6x3c7eoi7G3/hj3ywgAk52+yjSGsSsakAS2NiOFM6x+wBiE/YBWYBF5EkUSSRn8LVuNDPEHECa8mz5DuORVgb/AaQtkyF/utB2F2y7E4xFrkAR28iDfC1KNPDpmSHFNlDlLgWKVKDR19fXtIkJwGCw4QJvhxafAwHgxX+LAgEHoAOYFvkBF0Bl29+ogLtz8oLbZ9nuDPK0bjLf2ZPbiPTsgebW9bUbkAJce+aIPbjcusjt+3LtNv52PpEe6TkAmj0nhLIMZvbcD0vTfpt8e7aw7Tgx8AmARTZP5S0FilXAPRXOtr/Z7o/2gX2gQGQF+AAFULAHJRHlAZYVVljBRVgWcdmzPCzqWhh01lUFPnZjAarJee0QswXQlGszysALuLbfOJVz3Xhcc17SnDf/WSJ2LsCyu05Tnu1PtkkVexaKTeDYRA952oJqy699Qbjlbzd+yO6mIUYPNbCYXV7lIAUGUcA9FY7PbTuZPfWMi91eA0Hrgtr6PiIi4AcEgYo9/c2ezGZdRz53u0jYrzt8eGsv8Ny5PC1uKQdNi6JsSYzdbqodhjbOSLcXCBJl0lUmUgRGdp8/22tsN1bFDmwA2ry2iR3r6pIvELSHOplGAJI/hgDaoz4DJeXw2iZV1LoiUUA/NpE4Ml01XARokZg9A4T3BkWbFbWupO0CsWUgREkGGKBDdMYkBemsq2rd1vZZXdtbbNGnQc9mnc18+5z3ZhdgsifB8b2NQbZ3Rw2KgN0ejWnQau8CYzPnAdJ2oLVvB7R7EhpkLRq1rXfppFYqFBBf1A58UiDMB6N7dRV5ZYxPbctrW+rmtbrVN23jyxeAUjmt7uGnk6/D96FqkOQLQAkqBfJUoGjIFp1/LlpkNzJ7DrlUxMtMBMBOblHr+bdClWhSSaGdWoe+D1wBATBwB8p8KRCkAp78ngmAvbQeT5zXi+k6J9tMtFxfUAuqSFgBsCB/umwrcmqRVVLeUiAmBQTAmLypukgBKdCVAgJgV3L5mFhhpo9ekU1hKOANAHUZD9FgJE4YV5OsDE4BbwAYnHIyuAsFIiZ4xFXrwsHBJhUAg3Vd/QwXa+rn86Jr7A0A69O461PTohuv8q+PAkVdNd4AsD6uVE2lgBTIqkBeQBQAs3rCk/PzahCeVEdmBKFA+K1OAAyioclIKSAFulEgLZoFwG5UVVopIAWiUkAAHMSdaX89omoJqkztFFA7T3Q/wNq1elVYCkiBlgKKANUYSlZAcUfJgqu4IRRoPRVOKkkBKSAFylag6p9D92D0sitdfHlUCWlrdNSwyjXyrqpakAKNSZMmRQjAgtRStlJACgyuQKA/wI2BgQEBUI1aCkiBuBVYRF+7MXr06DgBGOgvUtytsLfayZW96aazOisQLwA7110ppECUCpT5g1FmWUU4SwAsQlXlmUmB0C+qTJXXyaUqIAAWILe3F7C3hhXgBGUpBVIoIACmEElJpIAUiFMBATBOv6pWUkAKpFBAAEwhkpJIASkQpwICYJx+Va2kgPcK+DAkLQB630xkoBSQAkUpIAAWpazyTaWAD1FAKkOVKEoFggagLp4o26QqJQVKUyBoAJamkgqSAlIgSgUEwCjdqkpVrYB6J1V7IF35AmA6nZRKCkiBCBUQACN0qqpUhAKK6YpQteo8BcCqPaDypYAUqEwBAbAy6VWwFJACVStQIwCqC1N1Y1P5UsA3BWoEQN+kD8meCn88ui262/SeuCFQsz1Rr3czvAKgGkHvjtSZUkAKmALpSeIVAOVAKSAF4lcgPZ6K10IA7EZjnzzXjd1KKwWkwKAKCIBqGP4ooB8Yf3xRE0sEwJo4WtUMTAH9GJTiMAGwFJlVSJQKCFLBu3UhAMqjwXtUFZACUiC1AooAU0tVbkL9FJWrt0qrpwICYD39rlrnqoB+rnKVs8TMagJANdAS25SKkgLBKFATAAbjDxkqBaRAiQoIgCWKraKkgBRoV6CcntlQpQiAapE9KFBOw+3BsHBPkaSV+C5gAKrFpGkx/qvkv4VpdM4ljYdS+GBSkTYEDMBcmpwykQJSoMYKCIBVOb/In7Wq6hRMuRI/GFcVbGjOAAyoYQVkasc2EFNdOlZWCaTAEAp0eS3kDEC5RgpIASkQjgIZAdglbj3SJVzLPRLRmSIlffNIVfaE2BIyArAMqXuQtYdTyqjJv8oIxc6O4kRTkY41VYK4FAgAgCEJLhD46S35xU+/VG+VAFi9D2SBFKiHAhl/hzKePqjG/wNgEbnXw62qZQUKqLlWILqvRWZoDDWIADOo46vDZZcUkAK5KFADAOaikzJZoECWn5Ms5w7qgNwzDMvNpVW/tILK118ALF9zlZiDAsVdk3nlnFc+3YpVVbnd2llC+hRSCIAl+EFFSAEpUJ0CQ3EwPQBT0LS6KqpkKSAFpED3CqQHYPd56wwpEIgC+nUPxFG5mykA5i6pMpQCVSggiPeiugDYi2o6RwoUrIBwVrDAC7IvFYByajlODboUNZIK3Vc/8UsFYIWeVdFSQApIgX8pIABG3Cjq93sesTNVtdwUaL8uBMDcZO0tI0GqN910VrsCakW9toeKACiH9eownScFpEB+ClQEwPwqoJykgBSQAr0qIAD2qlwV5ylw7k31WulWq8r21h7azhIAM0uoDKSAFAhVAQEwVM/JbikQqQJlxrAC4MKNqEz1I23AqpYUCEUBATAUT8lOKbAIBXr7ze7trNicIADG5tHM9Snowigo28zVVQa5KRCiiwXA3NzveUYVts4Ki/bcKTKvagUEwKo9oPKlgBSoTAEBsDLpVbAUkAJVKyAAVu2B2MvP2P/NeHrs6qp+GRUoGIAeNl8PTcrow3xPz6hPxtPzrYtykwIdFCgYgNJfCtRdAf0k+NwCBECfvRODbT5c/z7YEIMvI6xD4AD0vGV7bl6E7bm6KsnX1WmfoeTAAZih5ilOVZtOIZKSSAGvFRj6Kq4AgMKK1+1FxmVTQM07m35JuQJWAMCM+uj0gBUop3GXU0rAbqix6Qu3jZIBqKZZ47anqsesQKCX9v8AGGgFYm5TqpsUkALFKlByBJhTZQTrnIRUNlKg3gqECcAeB0rFzXo3dtVeCiysQKAAlCOlQNkK6OezbMXLKE8ALEPlmMsQF2L2bvR1EwCjd7EqKAWkwKIUEABr3TYUvtXa/ZVW3o+2JwBW2ghSFl50Wyk6/5TVVDIpUHZT/DcAy7ZAPpcCUiBXBXQJp5dTEWB6rZQyMAVCAUEodgbm/lTmCoCpZFKiIBUQWSp0Wwni51CEAFhhE/Gq6Bwak1f1KdgYP+Uawio/DZ7vpQptEwALvlB6zb7CNtGryTovNwWyez97DrlVxuuMBECv3SPjpIAUKFIBAbBIdZW3FKi7Ap6Hol0A0POaeNXQpFVHd0iijhIpQfEKLAKAap3FSx9DCbG2kyz1ynJuDG0irDp0EQGGVTFZKwWGVKCGnKphlTteBAJgR4nyTBB6Ewzd/jx9qbxiUEAAdF7Uhe1/Y16Uj+Q7/33nr4UCoL++KcyyXJCRSyaFVVEZS4FUCgiAQ8kUxEUehJGpGqMSSYGyFRAAy1Zc5UkBKeCNAgLgEK5QbDVfHOngw/UqLxThBQGwCFW9RoYupEJcrkyDVMABUJdEkL7r3mg5unvNgjxDjh607zKILP8H5x8YrBOfbMQAAAAASUVORK5CYII=",BJJBlackBeltDad,https://www.youtube.com/@BJJBlackBeltDad,3 years ago,1.4K views,Wed Apr 19 2023 07:17:55 GMT+1000 (Australian Eastern Standard Time)
Use The Lasso De la Riva to Take Anybody's Back.,https://www.youtube.com/watch?v=bXAXzH9ad9M&list=PLBXsJUsJ167kUeLiFvwu90c7SrFXomuC_&index=22&pp=gAQBiAQB,BJJ - Lasso guard - YouTube,https://www.youtube.com/playlist?list=PLBXsJUsJ167kUeLiFvwu90c7SrFXomuC_,https://i.ytimg.com/vi/bXAXzH9ad9M/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCjL_ds4dOb2WnF1uHLyM2_zEbpqg,Marcos Tinoco BIG OSS,https://www.youtube.com/@MarcosTinocoBjj__BIG-OSS,1 year ago,10K views,Wed Apr 19 2023 07:17:55 GMT+1000 (Australian Eastern Standard Time)
The Meregali Sweep,https://www.youtube.com/watch?v=6BRKrXZ8vGQ&list=PLBXsJUsJ167kUeLiFvwu90c7SrFXomuC_&index=23&t=284s&pp=gAQBiAQB,BJJ - Lasso guard - YouTube,https://www.youtube.com/playlist?list=PLBXsJUsJ167kUeLiFvwu90c7SrFXomuC_,https://i.ytimg.com/vi/6BRKrXZ8vGQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCgda5L9kdHQt1HaGyjLDR8GNmlXw,JonThomasBJJ,https://www.youtube.com/@JonThomasBJJ,3 years ago,57K views,Wed Apr 19 2023 07:17:55 GMT+1000 (Australian Eastern Standard Time)
Inside Grip Torreando Defense by Mikey Musumeci,https://www.youtube.com/watch?v=vXtgGfuQ-Ps&list=PLBXsJUsJ167kUeLiFvwu90c7SrFXomuC_&index=24&t=82s&pp=gAQBiAQB,BJJ - Lasso guard - YouTube,https://www.youtube.com/playlist?list=PLBXsJUsJ167kUeLiFvwu90c7SrFXomuC_,https://i.ytimg.com/vi/vXtgGfuQ-Ps/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLADD0FSaq9PRSQlWUaM0nQFsyKzxg,BJJ Fanatics,https://www.youtube.com/@BJJ.Fanatics,4 years ago,27K views,Wed Apr 19 2023 07:17:55 GMT+1000 (Australian Eastern Standard Time)
Lasso Guard: Twenty-Five (25) Strategies and Attacks,https://www.youtube.com/watch?v=2FL0IIGpNpw&list=PLBXsJUsJ167kUeLiFvwu90c7SrFXomuC_&index=25&t=1301s&pp=gAQBiAQB,BJJ - Lasso guard - YouTube,https://www.youtube.com/playlist?list=PLBXsJUsJ167kUeLiFvwu90c7SrFXomuC_,https://i.ytimg.com/vi/2FL0IIGpNpw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDRz7IgKX51EoE1FLh8lujmDkPWVA,TeamMaxwell JiuJitsu,https://www.youtube.com/@ultimatebjj,3 years ago,28K views,Wed Apr 19 2023 07:17:55 GMT+1000 (Australian Eastern Standard Time)
"Lasso De La Riva Guard |  Sweep, Berimbolo & Omoplata",https://www.youtube.com/watch?v=vgDrPOgnQr4&list=PLBXsJUsJ167kUeLiFvwu90c7SrFXomuC_&index=26&t=642s&pp=gAQBiAQB,BJJ - Lasso guard - YouTube,https://www.youtube.com/playlist?list=PLBXsJUsJ167kUeLiFvwu90c7SrFXomuC_,https://i.ytimg.com/vi/vgDrPOgnQr4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAj4CJGoDpNb4gv45uk-Kw2FqRU7Q,Yoshi Jiu-Jitsu Techniques,https://www.youtube.com/@YoshiJiuJitsuTech,2 years ago,2.6K views,Wed Apr 19 2023 07:17:55 GMT+1000 (Australian Eastern Standard Time)
Lasso De La Riva Sweep | Chelsea Leah,https://www.youtube.com/watch?v=GAgkN5HtA_o&list=PLBXsJUsJ167kUeLiFvwu90c7SrFXomuC_&index=27&pp=gAQBiAQB,BJJ - Lasso guard - YouTube,https://www.youtube.com/playlist?list=PLBXsJUsJ167kUeLiFvwu90c7SrFXomuC_,https://i.ytimg.com/vi/GAgkN5HtA_o/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBgWBne4zsBetCL40Q3QEyJ1PB9YQ,Escapology BJJ,https://www.youtube.com/@EscapologyBJJ,6 years ago,21K views,Wed Apr 19 2023 07:17:55 GMT+1000 (Australian Eastern Standard Time)
Nicholas Meregali's Hybrid Open Guard | Jiu Jitsu Breakdown,https://www.youtube.com/watch?v=T_unhTIZNIY&list=PLBXsJUsJ167kUeLiFvwu90c7SrFXomuC_&index=28&t=359s&pp=gAQBiAQB,BJJ - Lasso guard - YouTube,https://www.youtube.com/playlist?list=PLBXsJUsJ167kUeLiFvwu90c7SrFXomuC_,https://i.ytimg.com/vi/T_unhTIZNIY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAE9fushyod4r1mvzyGnibwQVxwiQ,Yoshi Jiu-Jitsu Techniques,https://www.youtube.com/@YoshiJiuJitsuTech,1 year ago,3K views,Wed Apr 19 2023 07:17:55 GMT+1000 (Australian Eastern Standard Time)
3 Lasso Guard Sweeps VS Standing Opponents,https://www.youtube.com/watch?v=xdwHIP4c5_0&list=PLBXsJUsJ167kUeLiFvwu90c7SrFXomuC_&index=29&t=434s&pp=gAQBiAQB,BJJ - Lasso guard - YouTube,https://www.youtube.com/playlist?list=PLBXsJUsJ167kUeLiFvwu90c7SrFXomuC_,https://i.ytimg.com/vi/xdwHIP4c5_0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA9qyp-0SsB7TZKOdW1IfgmI7rbJg,Marcos Tinoco BIG OSS,https://www.youtube.com/@MarcosTinocoBjj__BIG-OSS,1 year ago,16K views,Wed Apr 19 2023 07:17:55 GMT+1000 (Australian Eastern Standard Time)
How To Lasso Hook Sweep Everyone with Nicholas Meregali,https://www.youtube.com/watch?v=5oBfjCxqe3Y&list=PLBXsJUsJ167kUeLiFvwu90c7SrFXomuC_&index=30&t=1s&pp=gAQBiAQB,BJJ - Lasso guard - YouTube,https://www.youtube.com/playlist?list=PLBXsJUsJ167kUeLiFvwu90c7SrFXomuC_,https://i.ytimg.com/vi/5oBfjCxqe3Y/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD9g3ArZhK6CNK4t3e8lBSWGEYUcA,Bernardo Faria BJJ Fanatics,https://www.youtube.com/@BernardoFariaBJJ,10 months ago,46K views,Wed Apr 19 2023 07:17:55 GMT+1000 (Australian Eastern Standard Time)
UNSTOPPABLE Lasso Guard Sweep,https://www.youtube.com/watch?v=_g9fehRKeaQ&list=PLBXsJUsJ167kUeLiFvwu90c7SrFXomuC_&index=31&pp=gAQBiAQB,BJJ - Lasso guard - YouTube,https://www.youtube.com/playlist?list=PLBXsJUsJ167kUeLiFvwu90c7SrFXomuC_,https://i.ytimg.com/vi/_g9fehRKeaQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDA5tpympuSzXwJElKMlqndkNYpdA,Giancarlo Bodoni,https://www.youtube.com/@giancarlobodonibjj,11 months ago,3.3K views,Wed Apr 19 2023 07:17:55 GMT+1000 (Australian Eastern Standard Time)
